Date,StringencyIndex_WeightedAverage,Tweet_CPL,Tweet_AS,Tweet_Affect,Tweet_tone_pos,Tweet_tone_neg,Tweet_emotion,Tweet_emo_pos,Tweet_emo_neg,Tweet_emo_anx,Tweet_emo_anger,Tweet_emo_sad,POLICY_school_closures,POLICY_social_distancing,POLICY_vaccination,POLICY_china,POLICY_masking,POLICY_quarantining,POLICY_testing,POLICY_handwashing,POLICY_wfh,POLICY_healthcare_workers,Reply_swear,Reply_Affect,Reply_tone_pos,Reply_tone_neg,Reply_emotion,Reply_emo_pos,Reply_emo_neg,Reply_emo_anx,Reply_emo_anger,Reply_emo_sad,State
2020-03-13,29.63,0.43333333333333335,1.2188888888888887,4.9383333333333335,3.0655555555555556,1.8727777777777779,0.3133333333333333,0.0,0.15888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.3496771103695464,6.573333982157861,4.71381784503313,1.5061871124196395,1.2694671918480318,0.7323065382558569,0.29287184209674477,0.10174579081107168,0.010730544226094839,0.00700284266468916,IL
2020-03-14,29.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-03-15,29.63,0.48200000000000004,0.48800000000000004,4.1080000000000005,3.7453333333333334,0.36333333333333334,0.24666666666666667,0.24666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.11006425903351987,4.433693993645572,2.795644599143931,1.5195015265967258,0.952090672175796,0.170385751655105,0.7637221838737209,0.3381517099351992,0.008264315821938933,0.005217527386541471,IL
2020-03-16,40.74,0.2752631578947369,1.333157894736842,5.331052631578948,4.094736842105263,1.236842105263158,0.7794736842105263,0.5526315789473685,0.10947368421052632,0.10947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.0,0.4249445933359944,7.396339529639094,5.520414654414769,1.509141626832988,2.04830065939403,1.609135103444905,0.418288130289485,0.06810945668426305,0.005705080686548441,0.0464792875639991,IL
2020-03-17,48.15,0.4005882352941177,1.915,5.769117647058824,3.385882352941177,2.3120588235294117,1.6655882352941176,0.6967647058823528,0.8970588235294118,0.3497058823529412,0.0,0.3629411764705882,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.0,0.22794001228135988,6.184530270363381,4.273311742143382,1.6363860457123487,1.4759574757820157,0.9816848603229678,0.39780429953177054,0.07036003377170444,0.06458347938105724,0.060860414095708214,IL
2020-03-18,55.56,0.5948484848484848,0.6690909090909091,6.202121212121212,3.336969696969697,2.8654545454545457,0.9372727272727273,0.5242424242424243,0.413030303030303,0.1496969696969697,0.2633333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,1.0971568992228071,8.948439501489164,6.308629951867988,1.4700685688470077,1.0300241747473673,0.5936072919197316,0.2973388710634919,0.05987558598713366,0.037786977134015146,0.013708859163049153,IL
2020-03-19,55.56,0.9736363636363637,0.9796969696969696,5.843333333333333,4.011818181818182,1.8306060606060606,0.9663636363636364,0.4572727272727273,0.36818181818181817,0.07212121212121211,0.0,0.07212121212121211,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.09090909090909091,0.030303030303030304,0.09090909090909091,0.0,0.28544560470461977,6.361937323397046,3.7988472905347948,2.2542208830360746,0.8976307944353135,0.3125150569459735,0.5454724052778495,0.10740994431390821,0.06420614657887051,0.02217191653375864,IL
2020-03-20,55.56,0.7553846153846154,0.7958974358974359,5.3010256410256416,3.355384615384615,1.8438461538461537,0.653076923076923,0.2928205128205128,0.2576923076923077,0.14102564102564102,0.0,0.05820512820512821,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.05128205128205128,0.02564102564102564,0.31285003182973914,6.93730142418675,4.727770894103647,1.8539985417059541,0.9635966750771661,0.40449159535372875,0.4362165124683698,0.17904466484505546,0.016792402765560835,0.05564734876133951,IL
2020-03-21,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-03-22,82.41,1.52,1.464,4.429,1.379,3.049,0.607,0.0,0.607,0.607,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.0148217404548763,11.725569026169078,6.242380057627457,4.539304727987821,1.7255473105027441,1.2706716493770553,0.3933928165511914,0.07451948956285469,0.05982971767201502,0.05875228484893695,IL
2020-03-23,82.41,0.8525,1.3533333333333335,6.44625,4.078333333333333,2.3679166666666664,0.8045833333333333,0.19166666666666665,0.6124999999999999,0.18125,0.09458333333333334,0.09916666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.45192989072601475,8.51600992428492,6.2501588705099635,1.8459105776523221,2.23790486522162,1.6168683277962854,0.6010123645619087,0.07182264421017666,0.11045089998377822,0.1098301791574548,IL
2020-03-24,82.41,0.45392857142857146,1.6639285714285716,6.773571428571429,4.511428571428572,2.2614285714285716,0.5967857142857144,0.3192857142857143,0.27749999999999997,0.18607142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.0,0.4889168593295636,8.184767511243296,5.552902288619751,2.075430765145758,1.7176222366001526,1.0345714260083465,0.5515991497146893,0.10053396701765813,0.0365557745825603,0.06448071265740339,IL
2020-03-25,82.41,0.5223076923076924,0.64,6.632692307692308,4.309615384615385,2.323076923076923,1.1184615384615384,0.5611538461538461,0.41230769230769226,0.11307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11538461538461539,0.15384615384615385,0.0,0.07692307692307693,0.4026852702413438,5.47080071749825,3.601172274521612,1.4604630215900722,1.099242246307591,0.44788117750974926,0.6227339001529894,0.03706959492874163,0.07372774540442652,0.04679473353129109,IL
2020-03-26,82.41,0.7142307692307692,0.6807692307692308,5.685384615384615,3.648846153846154,2.0357692307692306,0.9738461538461538,0.5111538461538461,0.4626923076923077,0.37538461538461537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.0,0.24632805714417408,5.483223787499802,3.0895148442454916,2.0709665429306097,0.9456858354244543,0.5618969848389733,0.28413379939199646,0.15513806026710006,0.035728907278831684,0.014506020010576466,IL
2020-03-27,82.41,0.27434782608695657,0.9382608695652174,6.716956521739131,3.6495652173913045,3.067391304347826,0.7878260869565218,0.23304347826086955,0.45826086956521733,0.19391304347826085,0.0,0.16086956521739132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.08695652173913043,0.24354654297932288,8.16540874011062,6.247851076775431,1.683552472625759,1.107971785993023,0.6875764613555101,0.34314965545778897,0.026168553275075283,0.06021351638549932,0.02974059969069324,IL
2020-03-28,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-03-29,82.41,0.6666666666666666,0.9333333333333332,7.591666666666666,5.1775,2.4141666666666666,1.2049999999999998,0.8424999999999999,0.18083333333333332,0.0,0.0,0.18083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.09521533161068045,6.389089852008457,4.82421834625323,1.4449919837914023,1.2574661391042206,0.9222420327304048,0.2984492355727821,0.033518087855297155,0.013684323858742463,0.09456826012058571,IL
2020-03-30,82.41,0.6159259259259259,0.932962962962963,7.407777777777778,5.020740740740741,2.2877777777777775,1.7151851851851854,1.0003703703703704,0.4462962962962963,0.07703703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.5793717102605258,6.715816586303449,4.187206275268026,1.9477061604686268,0.7409924233515865,0.36810447341819375,0.24378737449505644,0.04583129833129833,0.07956005003324737,0.0005178481649069885,IL
2020-03-31,82.41,0.20657142857142857,0.55,6.156571428571429,3.791142857142857,2.2914285714285714,0.8057142857142858,0.3602857142857143,0.31514285714285717,0.05942857142857143,0.0,0.062,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.02857142857142857,0.05714285714285714,0.02857142857142857,1.0829658904821469,10.189391289960444,5.9761071582854015,3.324740852012261,1.9391004801287575,0.9628697744546947,0.8536184440618013,0.4785595828936843,0.017566596089176736,0.015384813384813383,IL
2020-04-01,82.41,0.3620833333333333,0.5145833333333333,5.613333333333333,3.4525,2.160833333333333,0.7183333333333334,0.40458333333333335,0.23208333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.125,0.041666666666666664,0.0,0.26896409362773127,6.922117657535665,5.262394853965504,1.3753429584312284,1.0312359074466455,0.7808946290971125,0.10156316634715634,0.027566877501429388,0.008417202336909608,0.010730991939371519,IL
2020-04-02,82.41,0.24031249999999998,1.044375,6.563124999999999,4.52625,2.0365625,0.8015625,0.551875,0.2496875,0.0,0.0,0.11375,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0625,0.03125,0.9514398276387327,9.804636295528676,5.0102127765961,3.693818904709924,3.0076885080585942,1.8078241339271093,1.0133944292962644,0.10227006143709776,0.03163193897637795,0.607452139396037,IL
2020-04-03,82.41,0.36407407407407405,0.977037037037037,7.594814814814815,5.013703703703704,2.5803703703703706,0.6340740740740741,0.3674074074074074,0.26666666666666666,0.18629629629629627,0.08037037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.0,0.6287474155008721,6.699576247589636,2.9666256494432566,3.098795965391915,1.3413417849887463,0.6163348477372742,0.6660981536649575,0.0613259906011729,0.09540836459061565,0.03323166107284986,IL
2020-04-04,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-04-05,82.41,0.30000000000000004,0.9722222222222222,7.845555555555555,6.042222222222222,1.8022222222222222,0.8288888888888889,0.8288888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.09744186046511628,6.626946796528192,5.146221095872259,1.389586364539853,1.7724140329954283,1.5525561518584774,0.19708010335917311,0.005878552971576228,0.06325581395348838,0.01983204134366925,IL
2020-04-06,82.41,0.3446666666666667,1.0113333333333332,5.637,3.2003333333333335,2.4366666666666665,0.9103333333333333,0.5246666666666667,0.386,0.10766666666666666,0.0,0.0,0.0,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0,0.1068560067844342,7.551691286036245,5.253139886383031,2.1677315161018793,1.1980238740127853,0.6659499963149157,0.4775637574865398,0.13969163786482333,0.10833908128908128,0.014301558499743985,IL
2020-04-07,82.41,0.42068965517241375,0.31896551724137934,5.765862068965517,3.8296551724137933,1.8344827586206898,1.0148275862068965,0.666896551724138,0.24620689655172415,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.11943993689429795,8.257107977016997,5.218684279539937,2.8750701018659024,1.4153879878374345,0.8268512523174325,0.5024060865587683,0.16799174222412602,0.028092259892462734,0.014778325123152709,IL
2020-04-08,82.41,0.34363636363636363,0.9361363636363635,7.612045454545455,5.572727272727272,1.9868181818181818,1.534318181818182,1.3327272727272728,0.14886363636363636,0.09477272727272727,0.0,0.054090909090909085,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.022727272727272728,0.5640142025546381,8.004783035594238,5.4619251163955544,1.9631382297871605,1.2499452471006665,0.6057454568236054,0.616605229037863,0.15679285163838205,0.2882893317479451,0.03362477889477285,IL
2020-04-09,82.41,0.7038461538461539,0.4226923076923077,5.9119230769230775,3.1896153846153847,2.721538461538462,1.096923076923077,0.4592307692307692,0.6376923076923077,0.2203846153846154,0.0,0.09846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.22486762265331364,8.69747508130722,7.015874194688406,1.4431649406294125,0.924076269196543,0.687163323439562,0.20652793637262346,0.045097633136094675,0.06761521746397887,0.011788352890047805,IL
2020-04-10,82.41,0.6575,0.6920833333333333,5.488333333333333,2.5954166666666665,2.75,1.2429166666666667,0.28250000000000003,0.8166666666666668,0.24291666666666667,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.8834101109753596,8.38174326077242,5.032174258880273,2.386856790240933,2.685312111308393,2.039657195054772,0.414110643881238,0.06124671945842091,0.04924910616627484,0.07130396316955206,IL
2020-04-11,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-04-12,82.41,0.0,0.74,9.536,9.024,0.512,3.6260000000000003,3.6260000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2959111111111111,14.457928888888887,12.321333333333332,1.8424622222222222,10.3256,9.207413333333331,1.1182133333333333,0.0,0.008613333333333334,0.11688888888888889,IL
2020-04-13,82.41,0.34516129032258064,1.2606451612903224,5.70258064516129,3.9370967741935483,1.6729032258064516,0.8358064516129032,0.4925806451612903,0.2509677419354838,0.0,0.0,0.14677419354838708,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0967741935483871,0.0,0.06451612903225806,0.03225806451612903,0.264225260964102,10.559270530411387,7.79165513068049,2.44301151072313,2.8193286681481746,2.186875367517003,0.5059592556968168,0.043803657517911425,0.1938193860804191,0.043081483713361894,IL
2020-04-14,82.41,0.5015151515151516,0.7084848484848485,7.119696969696969,3.9718181818181817,3.0833333333333335,0.9075757575757576,0.23818181818181816,0.6063636363636364,0.36060606060606054,0.0,0.14424242424242423,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.694170232372104,8.681892066712255,6.670831204990296,1.3235174078248944,1.1396468727103755,0.5297128046493019,0.5518083297916185,0.09413595539932439,0.08181362228086828,0.24722686570213304,IL
2020-04-15,82.41,0.6192105263157895,1.1989473684210528,7.002894736842106,4.3110526315789475,2.6113157894736845,0.9836842105263158,0.625,0.2789473684210526,0.14394736842105263,0.0,0.06578947368421052,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.07894736842105263,0.05263157894736842,0.02631578947368421,1.0873547337441625,9.065017743673671,4.828847829864812,3.142545114324131,1.3098040485990794,0.6118796881565959,0.64363044417653,0.07507774466268755,0.28996720439228924,0.15677156280562146,IL
2020-04-16,82.41,0.9196,0.29560000000000003,6.3552,3.5572000000000004,2.5692000000000004,1.3956,0.5844,0.49439999999999995,0.0,0.1024,0.392,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.0,0.5605062844498132,6.952389162383946,4.293656806857002,2.2387603459985357,1.0534996328204997,0.5120528912716126,0.4526116745510261,0.02261967299296088,0.04051116883116883,0.09748958724141403,IL
2020-04-17,82.41,0.32565217391304346,0.7730434782608696,6.038695652173913,3.8769565217391304,2.0678260869565217,1.7143478260869565,1.4656521739130435,0.24869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.043478260869565216,0.08695652173913043,0.7116753460804612,8.226049874045728,5.3536808436265435,2.4126209715821236,1.1643813887517884,0.7170834512396363,0.43423030466191054,0.010322705314009662,0.09809343264384321,0.0390679319782833,IL
2020-04-18,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-04-19,82.41,0.5509090909090909,0.5081818181818182,4.40090909090909,2.650909090909091,1.75,1.1518181818181819,0.9545454545454546,0.19727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.46804103510786665,7.477194907030715,3.5955507684073704,3.375801840949444,3.363354612872381,1.7472973702225674,1.5568937037421653,0.025091504782076314,0.06747399366802352,0.018162661093695576,IL
2020-04-20,82.41,0.2604761904761905,0.6190476190476191,5.735714285714285,3.8,1.9366666666666668,0.5428571428571428,0.5428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.047619047619047616,0.047619047619047616,0.43836039410167854,5.966548296493483,3.514932751924861,1.901557022455396,1.1644919271868757,0.6918326502005903,0.3292515411233832,0.07278815662745379,0.0579403683264944,0.04750572129399423,IL
2020-04-21,82.41,0.25214285714285717,0.6907142857142857,7.702142857142857,4.922857142857143,2.7789285714285716,0.8325000000000001,0.36892857142857144,0.4635714285714286,0.14892857142857144,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.10714285714285714,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,2.040095313436035,14.271522545876454,8.116171578472793,2.310127498022711,6.9120029839987795,4.206206835350142,0.7753768688827458,0.14920056008359042,0.23315037112338508,0.062035062395231884,IL
2020-04-22,82.41,0.7686206896551724,0.8293103448275861,6.867241379310345,4.5024137931034485,2.3644827586206896,1.8458620689655172,1.1693103448275861,0.5041379310344828,0.0,0.15068965517241378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20689655172413793,0.0,0.06896551724137931,0.034482758620689655,0.5674602562685955,5.840808606723631,3.809809244313196,1.5243759115184625,1.9542242153300038,1.5360655438370292,0.39139581105327576,0.042582283662175875,0.10105685550082101,0.015887855759002503,IL
2020-04-23,82.41,0.5138888888888888,0.4077777777777778,6.232222222222222,4.005833333333333,2.226388888888889,0.47527777777777774,0.19555555555555557,0.2797222222222222,0.14416666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.6453676072737066,7.396796743444004,4.381788213422772,2.4097535754832133,1.4794046429614771,0.921915776718661,0.518098995396964,0.08792760237126435,0.055436898650452156,0.04976391739889392,IL
2020-04-24,82.41,0.10318181818181818,0.7840909090909091,5.011818181818182,3.0086363636363633,1.8995454545454544,1.0772727272727272,0.3372727272727273,0.6363636363636364,0.39545454545454545,0.0,0.13772727272727273,0.0,0.0,0.045454545454545456,0.0,0.09090909090909091,0.0,0.18181818181818182,0.09090909090909091,0.045454545454545456,0.0,0.5768573256600483,5.968948564525319,2.8929884038009708,2.571073900188376,1.0934745264656514,0.6566157696211995,0.3922983806893401,0.14477968364624624,0.05667656259831456,0.03142847352879527,IL
2020-04-25,82.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IL
2020-04-26,82.41,0.0,0.7825,5.765,2.1725,3.5949999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25649950396825394,6.136990079365079,3.1989697420634924,2.7169454365079364,1.848,1.18668998015873,0.6207544642857143,0.10688244047619047,0.021785714285714287,0.014875,IL
2020-04-27,82.41,0.31880000000000003,0.6592,6.595599999999999,4.0036000000000005,2.592,0.6404,0.1144,0.526,0.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.12,0.0,0.3826500276520865,5.78266754488975,3.286425763125763,2.104678147848883,1.4362517031171442,1.1087960651440063,0.30828524815054226,0.07602847338935574,0.03927469457013575,0.01872214177978884,IL
2020-04-28,82.41,0.43884615384615383,0.535,6.595,4.887692307692308,1.7065384615384613,0.525,0.415,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0,0.11538461538461539,0.0,0.07692307692307693,0.038461538461538464,0.420602011791634,9.388521944069888,6.67013656390946,2.289679918384306,0.9990570862706204,0.41098056439460073,0.5426740669350665,0.09379803621817012,0.02001157158019903,0.021878944514047337,IL
2020-04-29,82.41,0.2370833333333333,0.4791666666666667,6.867916666666667,4.2995833333333335,2.5683333333333334,0.93375,0.6408333333333333,0.29291666666666666,0.19833333333333333,0.0,0.09458333333333334,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.0,0.08333333333333333,0.0,0.340473721654047,8.889377413153182,5.66173003183082,2.8868424182072254,1.4260139512543903,0.7805483331162645,0.596954468874624,0.032392428057365266,0.09717750468164793,0.17739387540128412,IL
2020-04-30,82.41,0.5005263157894737,0.6163157894736842,4.963947368421053,3.3492105263157894,1.5052631578947369,0.7076315789473684,0.4192105263157895,0.17868421052631578,0.11447368421052631,0.0,0.06421052631578947,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.13157894736842105,0.0,0.10526315789473684,0.0,1.2878152974463595,11.205710966912324,7.791482003999644,3.0087864458179525,2.13900495540435,1.7419426578789692,0.3660016658695506,0.09640077273785756,0.07538115668535011,0.003982702098845823,IL
