,Guam,North Dakota,Virgin Islands,Connecticut,Missouri,New York,Alaska,South Dakota,Virginia,Maine,Indiana,West Virginia,Arizona,Delaware,Grand Princess,Mississippi,Iowa,Diamond Princess,Northern Mariana Islands,Wyoming,Idaho,Texas,North Carolina,Colorado,Oklahoma,Puerto Rico,Michigan,Alabama,Illinois,Kentucky,Louisiana,Minnesota,South Carolina,Nebraska,American Samoa,Ohio,Hawaii,Utah,Tennessee,Maryland,New Jersey,Oregon,Nevada,New Hampshire,Rhode Island,Montana,Vermont,Florida,District of Columbia,New Mexico,Arkansas,California,Georgia,Massachusetts,Washington,Wisconsin,Pennsylvania,Kansas
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0
2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0
2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0
2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0
2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0
2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0
2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0
2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0
2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,0
2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,0,0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,1,0,0,0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,1,0,0,0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,1,0,0,0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0,0,0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0,0,0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,0,0,0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,2,7,0,0,0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,19,0,3,11,0,0,0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,1,0,0,0,23,0,3,18,0,0,0
3/3/20,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,2,0,0,0,29,2,4,27,0,0,0
3/4/20,0,0,0,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,2,0,0,0,40,2,6,39,0,0,0
3/5/20,0,0,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,3,1,2,2,0,0,3,0,0,0,50,2,14,70,0,0,0
3/6/20,0,0,0,0,1,24,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,5,1,0,1,0,1,0,0,0,0,1,3,2,3,2,2,2,0,0,3,0,0,0,68,3,28,78,0,2,0
3/7/20,0,0,0,0,1,76,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,8,2,8,1,0,0,0,6,1,0,1,2,1,0,0,1,1,1,3,4,6,2,2,3,0,0,7,0,0,0,94,5,72,102,0,2,0
3/8/20,0,0,0,0,2,105,0,0,2,0,2,0,4,0,0,0,0,0,0,0,0,11,2,8,1,0,0,0,7,1,0,1,2,1,0,0,1,1,3,5,5,14,4,4,3,0,1,10,0,0,0,113,5,91,122,0,6,1
3/9/20,0,0,0,0,2,138,0,0,2,0,3,0,4,0,0,0,3,0,0,0,0,13,7,12,1,0,0,0,7,4,0,2,3,3,0,0,1,1,3,5,5,14,4,4,3,0,1,13,0,0,0,136,10,96,122,0,7,1
3/10/20,0,0,0,1,2,152,0,0,8,0,6,0,6,0,0,0,8,0,0,0,0,16,7,17,2,0,0,0,12,5,0,2,7,3,0,3,3,2,3,8,15,14,4,4,3,0,1,15,0,0,0,158,17,110,167,3,12,1
3/11/20,0,0,0,3,2,216,0,8,9,0,11,0,9,1,0,0,13,0,0,0,0,21,9,34,2,0,2,3,25,8,5,5,10,5,0,4,2,3,9,9,23,19,7,5,5,0,1,24,0,3,0,183,23,132,282,4,16,1
3/12/20,0,1,0,5,2,296,0,7,12,1,13,0,9,1,0,1,14,0,0,1,0,27,17,49,3,0,3,4,32,10,19,9,7,10,0,5,2,3,18,12,29,24,10,6,3,0,2,30,0,5,0,226,31,161,442,8,22,4
3/13/20,0,1,0,11,6,379,1,8,27,3,13,0,9,4,0,6,17,0,0,1,1,44,22,78,3,0,24,8,46,14,29,14,8,14,0,12,2,9,26,18,49,30,18,6,12,1,2,50,0,10,9,279,42,222,568,19,41,6
3/14/20,0,1,0,23,7,557,1,8,37,3,16,0,12,6,0,6,17,0,0,2,2,60,32,103,4,0,36,15,64,16,77,21,19,18,0,26,4,10,32,27,69,36,20,7,20,5,5,76,0,13,12,335,73,295,642,27,47,8
3/15/20,0,1,0,24,8,633,1,8,37,2,20,0,12,6,0,6,18,0,0,2,4,64,33,136,4,0,45,28,66,18,87,21,19,17,0,30,6,18,32,24,72,36,20,7,20,6,5,100,0,13,3,374,99,363,603,28,47,8
3/16/20,3,1,1,41,13,961,1,10,49,17,25,0,18,8,20,12,23,0,0,2,4,85,39,161,10,5,76,36,83,21,115,53,30,18,0,50,8,28,52,42,176,39,45,17,21,6,12,101,22,21,3,533,121,512,779,48,79,11
3/17/20,3,3,2,68,22,1407,4,11,67,26,30,0,20,16,21,21,23,47,0,11,8,111,62,183,17,5,90,51,161,26,196,59,47,23,0,67,10,39,74,60,250,66,55,26,23,8,12,190,22,23,3,617,146,760,955,73,112,18
3/18/20,5,6,2,96,35,2507,9,11,79,35,38,1,27,19,21,34,38,47,0,16,9,197,104,216,17,5,159,61,272,28,257,77,60,24,0,89,15,47,100,85,397,75,55,37,33,10,13,306,31,28,4,793,197,1019,1022,111,155,22
3/19/20,12,19,3,159,58,4221,12,14,103,52,60,2,45,30,22,50,44,47,0,18,23,306,152,278,44,5,314,88,422,50,392,89,80,29,0,119,25,62,154,107,741,88,95,42,44,11,22,432,40,35,62,983,287,1297,1374,159,206,35
3/20/20,14,26,3,194,103,7660,15,14,123,56,86,8,68,39,23,80,45,49,0,21,36,429,208,364,49,14,471,115,585,64,537,113,126,37,0,173,36,95,223,149,890,114,161,53,54,20,29,564,71,42,100,1244,485,1684,1524,219,311,48
3/21/20,15,28,6,194,118,10410,16,14,157,70,128,12,104,45,23,140,69,49,0,23,42,582,287,475,53,21,625,149,753,87,763,134,174,38,0,247,36,118,304,193,1327,137,161,61,66,27,49,763,98,55,122,1396,555,2006,1793,282,399,57
3/22/20,27,28,6,327,165,15191,26,21,220,89,204,16,152,56,30,207,90,49,0,26,42,643,325,595,67,23,1131,180,1049,103,837,167,196,51,0,356,53,162,393,244,1914,161,190,73,83,34,52,1004,102,57,165,1697,621,2292,1997,381,509,65
3/23/20,29,30,7,415,275,20884,39,28,254,107,270,16,235,68,28,249,105,49,0,26,68,764,423,723,81,31,1454,224,1285,123,1172,234,298,51,0,443,56,257,614,290,2844,191,245,101,106,34,75,1227,120,83,192,2073,772,2900,2221,425,698,84
3/24/20,32,36,17,618,348,25681,43,30,293,118,368,22,326,104,28,320,124,49,0,29,81,968,544,912,106,39,1942,298,1537,162,1388,261,342,66,0,567,90,298,772,349,3675,210,278,101,124,51,95,1412,141,100,219,2501,1026,3618,2328,481,946,100
3/25/20,37,45,17,875,446,30841,50,41,396,142,477,39,401,119,28,377,146,49,0,44,91,1248,661,1087,164,51,2468,472,1865,197,1795,286,424,71,0,704,91,340,916,425,4402,266,323,108,132,65,125,1682,187,113,280,3013,1247,4366,2591,621,1260,134
3/26/20,45,51,17,1012,657,37397,64,46,466,155,645,52,508,130,28,485,179,49,0,53,146,1563,791,1430,248,64,3032,574,2538,247,2304,344,424,74,0,868,95,396,1097,583,6876,316,420,137,165,90,158,2357,231,113,335,3879,1525,5301,3207,728,1795,172
3/27/20,51,68,19,1291,834,44701,75,58,607,168,979,76,665,163,28,579,235,49,0,70,205,1937,963,1738,322,79,3848,684,3024,301,2744,396,542,82,0,1137,106,472,1318,775,8825,416,536,158,203,109,184,2900,271,136,381,4549,2000,6242,3477,926,2345,206
3/28/20,55,94,22,1524,977,52400,92,68,740,211,1233,96,773,214,103,663,298,49,0,82,234,2455,1105,2061,377,100,4890,801,3491,380,3315,441,660,96,0,1406,149,602,1511,995,11124,479,626,187,239,129,211,3763,304,208,409,7514,2366,6899,4030,1055,2845,266
3/29/20,56,98,23,1993,1067,59648,111,90,890,253,1513,113,919,232,103,759,336,49,0,86,281,2792,1234,2308,429,127,5753,880,4596,438,3540,503,774,108,0,1653,149,720,1720,1239,13386,548,920,214,294,154,235,4246,342,237,426,5495,2651,7422,4465,1164,3432,330
3/30/20,58,109,30,2571,1415,66663,119,101,1020,275,1786,145,1157,264,103,847,424,49,2,94,340,3173,1426,2627,481,174,6803,1001,5056,479,4025,576,925,145,0,1933,175,798,1917,1413,16636,606,1012,314,408,171,256,5473,401,237,473,6864,2808,8660,4923,1230,4155,372
3/31/20,69,122,30,3128,1674,75853,129,108,1249,303,2158,162,1289,319,103,937,497,49,2,109,515,3809,1578,2966,568,239,7951,1063,5994,628,5237,629,1083,172,0,2199,204,888,2391,1660,18696,690,1114,357,488,198,293,6741,495,315,523,8011,3929,9924,5432,1412,4963,434
4/1/20,77,159,30,3557,1924,90377,142,129,1483,303,2564,191,1413,368,103,1073,547,49,2,130,566,3533,1855,7621,721,286,9717,1175,6980,632,6424,689,1293,210,0,2547,224,888,2625,1986,22255,736,1279,367,566,208,321,6956,586,327,584,9265,4638,11263,5608,1556,5950,485
4/2/20,82,173,30,3824,2140,100780,150,165,1706,376,3038,216,1596,393,103,1177,614,49,6,150,776,4070,2093,7982,881,316,11230,1371,7695,770,9149,742,1554,246,0,2901,256,1086,2895,2331,25590,826,1463,479,645,241,338,9008,653,373,643,10764,5348,12542,6389,1748,7083,553
4/3/20,84,186,37,4914,2277,111455,161,187,2012,432,3437,237,1769,450,103,1358,699,49,8,162,891,4570,2380,8422,990,316,13221,1606,8904,770,10297,788,1700,279,0,3312,319,1248,3147,2758,29895,899,1514,479,711,243,389,10268,757,490,704,12088,5831,14028,6846,2012,8483,629
4/4/20,93,207,40,5276,2629,121705,172,212,2407,456,3953,282,2019,593,103,1455,787,49,8,187,1022,5117,2635,8742,1161,452,14735,1727,10357,917,12496,865,1917,321,0,3739,351,1428,3348,3125,34124,899,1742,540,806,265,461,11537,902,506,743,12834,6160,15191,7247,2030,10192,698
4/5/20,112,225,42,5675,2718,132700,187,240,2640,470,4411,324,2269,673,103,1638,869,49,8,197,1078,5404,2891,9037,1254,475,16268,1905,11259,955,13010,935,2049,364,0,4043,371,1601,3660,3617,37505,1068,1855,621,922,286,512,12350,1002,624,837,14489,6647,16172,7825,2320,11605,751
4/6/20,113,237,43,6906,3147,142561,193,288,2878,499,4956,345,2460,783,103,1738,946,49,8,210,1101,6142,3153,9479,1329,513,17820,2079,12262,955,14867,986,2232,417,0,4453,387,1678,3888,4045,41090,1068,1953,715,1082,299,543,13324,1097,686,875,15999,7314,18103,8311,2449,13104,849
4/7/20,121,251,43,7781,3443,149974,215,320,3335,519,5510,412,2575,928,103,1915,1046,49,8,216,1170,6748,3453,9839,1474,573,19644,2308,13553,1149,16284,1069,2417,447,0,4782,410,1739,4194,4371,44416,1132,2124,715,1229,319,575,14545,1211,794,946,17096,8822,20127,8692,2578,14635,912
4/8/20,121,269,45,7781,3625,160185,228,393,3645,537,5943,483,2726,1116,103,2003,1145,49,8,221,1210,7538,3700,10246,1526,620,21076,2614,15078,1149,17030,1154,2417,519,0,5148,410,1848,4399,5529,47437,1181,2259,747,1450,332,605,15456,1440,821,1000,18576,9901,21990,9276,2710,16436,1046
4/9/20,128,278,45,9784,3852,172256,238,447,4042,560,6351,514,3018,1209,103,2260,1270,49,11,230,1232,8128,3993,10660,1686,683,22297,2954,16422,1341,18283,1240,2793,568,0,5512,442,1856,4678,6185,51027,1321,2456,819,1727,354,628,16364,1523,865,1119,19536,10566,23977,9639,2886,18460,1116
4/10/20,130,293,50,10538,4249,183729,249,536,4509,586,6907,574,3112,1326,103,2469,1388,49,11,239,1354,9063,4230,11111,1794,725,23279,3112,17887,1693,19253,1336,3067,635,0,5878,442,2103,4873,6968,54588,1322,2722,819,1727,365,679,17531,1660,1081,1171,20752,11485,26037,10119,3068,20303,1117
4/11/20,133,308,51,11510,4456,192262,261,626,5077,616,7435,577,3393,1479,103,2642,1510,49,11,261,1396,9583,4535,11477,1868,788,24500,3346,19180,1693,20014,1427,3211,699,0,6250,465,2207,5165,7694,58151,1371,2702,885,2349,377,711,18494,1778,1091,1228,21461,12159,27338,10434,3213,22038,1275
4/12/20,133,331,51,12035,4564,200635,276,730,5274,633,7928,593,3542,1625,103,2781,1587,49,11,270,1407,9797,4839,11821,1970,897,25183,3667,20852,1963,20595,1621,3320,791,0,6604,499,2303,5390,8225,61850,1527,2836,929,2665,387,727,19895,1875,1245,1280,22204,12452,28271,10609,3341,23219,1344
4/13/20,133,341,51,13381,4759,208488,281,868,5747,698,8359,611,3705,1758,103,2942,1710,49,11,275,1426,10461,5024,12306,2069,903,26622,3870,22025,2018,21016,1621,3391,814,0,6975,504,2363,5606,8936,64584,1584,2990,985,2665,394,748,21019,1955,1262,1410,23406,13315,30294,10635,3428,24505,1390
4/14/20,133,364,51,13989,4932,215959,289,988,6182,735,8527,640,3809,1926,103,3087,1899,49,11,282,1464,11190,5195,12734,2184,923,28042,4041,23248,2048,21518,1695,3553,897,0,7285,511,2417,5788,9472,68824,1633,3134,922,3251,399,752,21628,2058,1345,1498,24544,14578,33173,10799,3555,25612,1441
4/15/20,135,392,51,14755,5070,222617,297,1168,6500,770,8960,702,3964,2014,103,3360,1995,49,13,287,1473,11864,5484,13218,2263,974,29144,4307,24593,2210,21951,1809,3656,901,0,7794,524,2548,6051,10032,71030,1663,3211,1139,3251,404,759,22511,2197,1484,1569,26356,14987,35778,10942,3721,26841,1504
4/16/20,135,438,51,15884,5376,230506,305,1311,6889,796,9542,728,4237,2070,103,3624,2141,49,13,296,1587,12527,5877,13583,2357,1043,29966,4465,25734,2435,22532,1809,3931,952,0,8414,530,2683,6341,10784,75317,1736,3214,1139,3529,415,774,23343,2350,1484,1620,27578,15669,38170,11057,3875,28033,1615
4/17/20,136,528,51,16809,5596,237492,314,1411,7491,827,10154,775,4511,2317,103,3793,2332,49,13,305,1609,13113,6171,14029,2465,1068,31225,4557,27578,2522,23118,2070,4099,1066,0,9107,541,2793,6661,11572,78467,1785,3524,1287,4177,422,779,24759,2476,1597,1695,29296,17194,41168,11517,4053,29855,1730
4/18/20,136,584,53,17550,5784,244369,319,1542,8053,847,10641,785,4724,2538,103,3974,2513,49,14,309,1655,13502,6524,14381,2465,1118,32031,4788,29160,2707,23580,2209,4248,1249,0,10222,574,2917,6834,12326,81420,1844,3626,1342,4491,426,803,25492,2666,1798,1744,30642,17669,42657,11776,4199,31671,1821
4/19/20,136,626,53,17962,5920,251013,324,1635,8542,867,11211,890,4933,2538,103,4274,2902,49,14,313,1668,13774,6818,14677,2567,1213,32688,4978,30357,2960,23928,2356,4377,1474,0,11602,580,3069,7111,12847,85301,1910,3728,1390,4706,433,813,26314,2793,1845,1781,31307,18301,43750,11978,4346,32938,1905
4/20/20,136,644,53,19815,6083,257399,326,1685,8990,875,11688,902,5068,2745,103,4512,3159,49,14,317,1672,14675,7033,15246,2680,1252,33324,5163,31513,3050,24523,2470,4446,1648,0,12919,584,3213,7361,13684,88722,1957,3830,1447,5090,433,816,27059,2927,1971,1973,33562,19407,46442,12114,4499,33833,2048
4/21/20,136,678,53,20360,6312,262032,334,1755,9630,888,12097,908,5256,2931,103,4716,3641,49,14,443,1736,15375,7331,15855,2807,1298,34048,5404,33059,3204,24854,2567,4439,1685,0,13725,586,3297,7649,14193,92387,2004,3937,1490,5500,437,818,27869,3098,1971,1990,35753,19881,48637,12392,4625,35077,2164
4/22/20,136,710,54,22469,6516,266291,340,1858,10266,907,12438,939,5473,3200,103,4894,3748,49,14,447,1766,16155,7728,16338,2894,1252,35404,5692,35107,3378,25258,2722,4761,1813,0,14117,592,3445,8148,14775,95914,2059,4081,1588,5841,439,823,28309,3206,2210,2276,37748,21214,51348,12596,4845,36420,2331
4/23/20,139,748,54,23100,6787,271788,342,1956,10998,937,13039,981,5772,3308,103,5153,3924,49,14,453,1836,17012,8200,16810,3017,1230,36845,5899,36937,3479,25739,2942,4917,2202,0,14694,596,3612,8600,15737,100025,2127,4208,1670,6256,442,825,29648,3361,2379,2599,39596,21883,53755,12753,5052,38274,2721
4/24/20,141,804,54,23936,7022,278456,344,2040,11594,965,13681,1010,6045,3442,103,5434,4445,49,14,473,1870,17771,8634,17320,3121,1276,38330,6092,39658,3779,26140,3185,5070,2424,0,15169,601,3782,9068,16616,102196,2177,4398,1720,6699,444,827,30533,3528,2521,2810,41466,22491,56039,12977,5356,39915,2959
4/25/20,141,868,55,24583,7186,287898,344,2147,12366,965,14399,1010,6286,3576,103,5718,5092,49,14,491,1887,18392,8929,17709,3194,873,38789,6274,41777,3915,26512,3446,5253,2719,0,15587,605,3948,9369,17766,105498,2253,4539,1797,7129,445,843,30839,3699,2660,2911,42432,23222,57537,13319,5687,41460,3135
4/26/20,141,943,57,25269,7348,293575,346,2212,12970,1015,15012,1055,6534,4034,103,5911,5476,49,14,502,1897,18780,9339,18076,3254,886,39540,6475,43903,4085,26773,3602,5498,3030,0,15972,606,4123,9667,18581,109038,2311,4734,1864,7439,448,851,31532,3841,2726,3001,43735,23486,58384,13521,5912,42784,3277
4/27/20,141,992,57,25997,7516,297888,350,2244,13538,1023,15961,1063,6725,4162,103,6094,5868,49,14,520,1897,20128,9782,18602,3281,890,40034,6621,45883,4156,27068,3811,5613,3358,0,16325,607,4236,9964,19487,111188,2354,4700,1938,7708,449,855,32138,3892,2825,3069,45313,24302,60516,13686,6081,43695,3473
4/28/20,141,1034,57,26312,7657,300796,356,2313,14339,1040,16588,1095,6955,4575,103,6342,6376,49,14,536,1952,20897,10144,18993,3410,893,41166,6820,48102,4375,27286,4181,5735,3517,0,16769,609,4345,10237,20113,113856,2385,4821,2010,7927,451,862,32848,3994,2974,3127,46828,24922,62625,13842,6289,45199,3652
4/29/20,141,1068,57,26767,7862,303932,360,2373,14962,1056,17182,1110,7209,4655,103,6569,6843,49,14,545,1952,22328,10711,19383,3473,899,42379,6979,50358,4537,27660,4644,5882,3851,0,17303,613,4497,10805,20849,116365,2446,4934,2058,8247,451,862,33193,4106,3213,3193,49223,25775,64816,14070,6520,46372,3839
4/30/20,145,1108,66,27700,8091,308309,360,2449,15847,1095,17835,1125,7655,4734,103,6815,7145,49,14,559,1984,23443,11120,19767,3618,949,43478,7187,52918,4708,28001,5136,6095,4281,0,18027,618,4672,11807,21742,118652,2510,5053,2146,8621,453,866,33690,4323,3411,3281,50711,26264,66867,14327,6854,47953,4413
