,Guam,North Dakota,Virgin Islands,Connecticut,Missouri,New York,Alaska,South Dakota,Virginia,Maine,Indiana,West Virginia,Arizona,Delaware,Grand Princess,Mississippi,Iowa,Diamond Princess,Northern Mariana Islands,Wyoming,Idaho,Texas,North Carolina,Colorado,Oklahoma,Puerto Rico,Michigan,Alabama,Illinois,Kentucky,Louisiana,Minnesota,South Carolina,Nebraska,American Samoa,Ohio,Hawaii,Utah,Tennessee,Maryland,New Jersey,Oregon,Nevada,New Hampshire,Rhode Island,Montana,Vermont,Florida,District of Columbia,New Mexico,Arkansas,California,Georgia,Massachusetts,Washington,Wisconsin,Pennsylvania,Kansas
1/21/22,26851,210540,14301,671674,1255363,4653025,195345,216656,1451713,165691,1524527,407131,1701949,236022,103,681382,669705,49,4166,135369,356112,5821021,2212752,1312046,880342,432935,2124186,1120881,2773401,1056284,1060022,1216734,1265710,413056,18,2480566,195151,825989,1750485,947784,2049573,570892,614505,257795,327109,222093,96415,5323337,127200,437927,726716,7643172,2229675,1535901,1152026,1446207,2542816,679905
1/22/22,26851,211507,14398,671674,1265951,4675346,195345,216656,1451713,166898,1524527,413631,1729630,238501,103,681382,682363,49,4208,135369,358057,5882649,2212752,1317514,893913,438800,2124225,1137387,2773401,1056284,1060022,1216734,1265710,413056,18,2496243,199106,825989,1767575,952852,2058497,570892,614505,257795,327109,222093,97994,5324438,127200,437934,734834,7683980,2229675,1535986,1151835,1446207,2560167,680731
1/23/22,26851,212119,14398,671674,1272797,4701632,195345,216656,1451713,166899,1524527,418887,1752552,240179,103,681382,682363,49,4246,135369,358057,5940663,2212752,1321902,893913,442514,2124225,1147194,2773401,1056284,1060022,1216734,1265710,413056,18,2506175,202273,825989,1776528,956638,2067692,570892,614505,257795,327109,222093,99109,5324438,127200,437934,738638,7863053,2229675,1535986,1151835,1446207,2572500,680731
1/24/22,27869,214565,14478,683731,1279926,4714010,201016,218543,1481294,166899,1560117,422265,1767302,241367,103,694093,682363,49,4265,137873,361059,5980546,2290179,1333322,914063,444743,2168367,1153149,2837976,1085051,1076385,1229444,1265710,421423,18,2515949,204933,847959,1792794,959426,2072536,590270,630343,265140,332961,227094,99651,5347828,128550,452616,741881,7971154,2272461,1563019,1203311,1470412,2581831,694251
1/25/22,28628,216944,14521,687555,1289414,4728422,201016,221372,1491993,168474,1569850,425013,1781274,242324,103,699002,693914,49,4344,139461,364577,6026265,2303196,1340653,922873,445040,2168367,1161929,2851577,1100097,1084448,1264935,1265710,425610,18,2520112,206837,854559,1808710,962001,2078258,597172,633955,266000,334581,229966,100092,5383094,128739,455947,749824,8064057,2288693,1571650,1203311,1477323,2593360,694983
1/26/22,29478,219112,14689,690350,1299792,4747535,206504,222880,1503119,169998,1574807,429016,1799503,243202,103,705598,699859,49,4440,141090,368665,6058642,2323482,1348233,931033,448972,2203646,1153149,2867339,1112651,1145245,1280500,1328450,428949,18,2540864,208887,862052,1823139,965101,2085385,605363,638931,267800,337659,233056,100621,5420755,129108,460062,756385,8128539,2306025,1580605,1257918,1486054,2605439,709447
1/27/22,30221,221210,14756,693386,1309385,4764422,206504,224238,1514862,171524,1587005,434221,1813796,244730,103,712133,703366,49,4564,143129,372442,6097092,2352235,1354501,944461,450699,2203646,1153149,2881761,1125181,1152818,1295117,1338384,432564,18,2552972,211267,869085,1840947,968540,2092109,613221,643695,270063,339571,235967,102153,5448288,129479,465244,762401,8216891,2327733,1590302,1257918,1494936,2622134,709993
1/28/22,31038,222800,14802,696070,1318714,4778737,212396,225383,1525603,172952,1604072,438889,1829406,246037,103,717666,703366,49,4692,144526,376095,6137784,2374866,1359934,953116,454103,2235180,1195557,2897192,1140887,1160130,1309665,1355116,435358,18,2562412,213174,875251,1853763,971713,2102227,620652,648088,272492,341407,238801,103066,5522206,129817,470513,768061,8257065,2346518,1598451,1294497,1503420,2637080,722251
1/29/22,31804,223525,14802,696070,1327427,4790901,212396,225383,1525603,174225,1604072,442206,1844912,246959,103,717666,712288,49,4772,144526,377721,6177011,2374866,1362881,963655,455442,2235180,1206308,2897192,1140887,1160130,1309665,1355116,435358,18,2571021,215034,875251,1863544,974240,2107606,620652,648088,272492,341407,238801,103549,5522206,129817,470513,768061,8279645,2346518,1598451,1294497,1503420,2649247,722721
1/30/22,31804,223886,14846,696070,1330584,4797903,212396,225383,1525603,174225,1604072,445061,1858385,247638,103,717666,712288,49,4864,144526,377721,6201031,2374866,1365302,963655,457057,2235180,1212798,2897192,1140887,1160130,1309665,1355116,435358,18,2576245,217775,875251,1868832,976245,2109783,620652,648088,272492,341407,238801,104160,5522206,129817,470513,768061,8393061,2346518,1598451,1294497,1503420,2656587,722721
1/31/22,32331,225653,14870,699400,1334549,4805416,216939,226413,1545650,174225,1623439,446771,1870644,248111,103,727418,712288,49,4908,146505,380302,6233771,2421799,1371233,976914,457935,2258465,1218257,2920981,1160558,1170212,1321753,1355116,439326,18,2580405,219288,885523,1878478,977370,2111856,633876,656898,276856,343779,242180,104472,5535803,129817,480087,776759,8440728,2368052,1611594,1339737,1516628,2661481,730234
2/1/22,33108,226879,14903,700640,1339689,4811937,216939,228169,1551705,175759,1629098,448922,1878211,248447,103,731667,719703,49,5280,147305,382466,6275128,2430556,1375453,979349,458075,2258465,1223896,2929646,1169097,1174941,1343090,1389266,441456,22,2586903,220356,888368,1890736,978952,2115305,638823,659036,277355,344841,243133,104837,5555874,130949,481852,781396,8481528,2378278,1614642,1339737,1520640,2667166,730533
2/2/22,33788,228228,14935,702426,1349306,4821628,221077,228938,1558383,177099,1636011,451910,1886541,248910,103,737607,722589,49,5314,148382,384791,6303841,2442891,1377542,983937,459638,2283010,1229300,2939117,1176470,1179814,1347000,1394651,443144,22,2595504,221533,891977,1901957,980426,2119298,643973,661168,278691,345836,244555,105569,5572757,131093,484454,786010,8513146,2386298,1620268,1355428,1526087,2674471,738865
2/3/22,34610,229303,14963,704871,1353879,4831404,221077,229671,1565522,178502,1642625,455201,1894335,249716,103,744023,722589,49,5575,149126,387287,6334016,2457857,1380952,988190,461444,2283010,1229300,2939117,1185431,1185174,1352448,1400276,444695,35,2601241,223065,895459,1923648,982598,2123207,649389,663107,279842,347041,245606,106174,5572757,131284,487604,790223,8564343,2394327,1625704,1355428,1531396,2681717,739844
2/4/22,35372,230118,14988,706140,1356653,4839516,224912,230240,1572022,179915,1646937,458112,1903412,250311,103,751862,724912,49,5687,149842,389715,6356074,2470242,1383825,992932,462977,2295050,1240496,2957582,1193783,1192375,1359058,1406933,445793,35,2605245,224257,898267,1931237,984291,2126230,654343,665211,281300,347901,250029,106690,5653565,131543,489701,791730,8586696,2403125,1630462,1367763,1535404,2688808,744348
2/5/22,35769,230533,15024,706140,1359332,4845280,224912,230240,1572022,181010,1646937,461846,1911655,250756,103,751862,729700,49,5891,149842,391067,6374862,2470242,1385309,995546,463722,2295050,1242420,2957582,1193783,1192375,1359058,1406933,445793,35,2608055,225535,898267,1935070,985982,2129191,654343,665211,281300,347901,250029,106690,5653905,131543,489701,793361,8597205,2403125,1630462,1367763,1535404,2697242,744574
2/6/22,36113,230777,15024,706140,1361318,4852369,224912,230240,1572022,181010,1646937,463357,1918034,251192,103,751862,729700,49,6102,149842,391067,6392034,2470242,1386597,995546,465455,2295050,1242420,2957582,1193783,1192375,1359058,1406933,445793,39,2610125,226451,898267,1938026,987147,2131015,654343,665211,281300,347901,250029,106690,5653905,131543,489701,794342,8631124,2403125,1630462,1367763,1535404,2700036,744574
2/7/22,36612,231721,15045,708278,1363925,4856199,227995,230834,1584248,181010,1651981,464630,1922450,251467,103,768457,729700,49,6332,150722,393053,6410928,2494309,1389574,997783,465717,2306153,1245876,2971526,1206071,1199682,1364884,1421539,447455,49,2612719,227284,903771,1944491,987942,2132154,662250,668042,284180,349499,251920,107478,5680958,132170,494368,795071,8677323,2414929,1637528,1382782,1542751,2707891,748293
2/8/22,37456,232537,15098,709621,1367130,4860442,227995,231379,1588937,182401,1655125,466125,1926240,251669,103,770522,733153,49,6563,151159,395366,6425852,2498957,1391694,998769,465772,2306153,1250383,2977359,1212686,1202265,1375279,1423919,448709,57,2617104,227817,905112,1950677,988738,2134058,665486,669748,284567,350080,253204,107679,5700264,132257,495769,798036,8749154,2419503,1639656,1382782,1545059,2703775,748518
2/9/22,38050,233252,15128,710669,1371733,4866194,230235,232046,1593675,183499,1655125,468391,1931642,252068,103,772844,735422,49,6784,151803,397931,6441195,2509470,1393600,1000480,466243,2316871,1254032,2982097,1220703,1204688,1379102,1427869,449393,57,2621375,228336,907174,1956831,989532,2136387,668783,671322,285863,350715,254231,108166,5713185,132884,497570,800373,8763025,2424950,1642896,1391026,1548219,2708830,749003
2/10/22,38672,233907,15150,711695,1378268,4873548,230235,232046,1598402,184614,1661563,470807,1931642,252567,103,774505,736703,49,6784,152206,400299,6458449,2518195,1395300,1003158,467312,2316871,1256745,2987514,1227638,1207405,1383555,1431067,450048,57,2625551,229531,909109,1962490,990631,2139579,671923,672296,287020,351334,255411,108577,5723066,132628,499392,802198,8785398,2429839,1645809,1391026,1551117,2713459,749021
2/11/22,39640,234377,15171,712884,1378959,4878304,232102,232725,1602677,185773,1664353,472928,1941802,253010,103,776717,736703,49,7199,152581,402048,6472685,2525734,1396697,1005388,468038,2324854,1259580,2987514,1232297,1210398,1388401,1431067,450661,57,2628814,230238,910900,1967475,991569,2142157,674500,673322,288191,351844,256630,108969,5776333,132820,500516,804145,8796222,2434131,1648656,1410596,1553551,2717577,749022
2/12/22,39640,234574,15182,712884,1379156,4881825,232102,232725,1602677,187697,1664353,474712,1946086,253292,103,776717,739566,49,7353,152581,403137,6484255,2525734,1397447,1006846,468605,2324854,1262018,2987514,1232297,1210398,1388401,1431067,450661,57,2630846,230978,910900,1969795,992510,2144050,674500,673322,288191,351844,256630,108969,5776333,132820,500516,806076,8801252,2434131,1648656,1410596,1553551,2722395,749022
2/13/22,39985,234685,15182,712884,1379156,4886180,232102,232725,1602677,187697,1664353,476060,1950483,253534,103,776717,739566,49,7530,152581,403137,6492275,2525734,1398195,1006846,469285,2324854,1263072,2987514,1232297,1210398,1388401,1431067,450661,57,2632336,231510,910900,1971117,993228,2145147,674500,673322,288191,351844,256630,108969,5776333,132820,500516,806877,8830604,2434131,1648656,1410596,1553551,2724802,749022
2/14/22,40280,235138,15208,714408,1386214,4888634,233961,233008,1610726,187697,1668404,476957,1953168,253748,103,781436,739566,49,7587,153095,404629,6499876,2540372,1399773,1009129,469478,2331102,1263796,3001775,1240115,1213437,1392731,1442546,451074,57,2633648,232008,914028,1976315,993653,2146285,679241,675186,288191,352794,257852,109631,5776333,133295,503623,807711,8844172,2440543,1652829,1410658,1557743,2726796,749032
2/15/22,40891,235574,15229,715692,1388065,4890903,233961,233441,1613719,198665,1669872,477935,1953168,253881,103,782689,741648,49,7587,153335,406806,6511509,2543260,1401036,1009507,469377,2331102,1265932,3004676,1244139,1214994,1399164,1443723,451718,57,2635769,232302,914799,1980250,994096,2147857,680852,675640,291083,353048,258765,109793,5776333,133339,504287,809396,8855149,2443410,1654513,1410658,1559233,2729277,757971
2/16/22,41386,235982,15229,717520,1390071,4895155,234810,233692,1616749,202221,1671299,479214,1957085,254083,103,783751,743285,49,7746,153663,409129,6519899,2549339,1402149,1010554,470179,2337406,1267907,3007997,1249266,1216390,1400624,1445381,451944,57,2638202,232505,916191,1984106,994577,2150351,682566,676364,291540,353377,259701,110171,5776333,133459,505359,810520,8871583,2446525,1656412,1410611,1561035,2731855,760377
2/17/22,41780,236273,15255,718064,1391960,4898887,234810,234084,1619839,206005,1672761,480692,1959866,254441,103,784338,743773,49,8153,153850,411158,6529589,2554922,1403113,1012168,470726,2337406,1270015,3010535,1254101,1218262,1402439,1447557,452189,57,2640201,233155,917223,1987652,995328,2153093,684411,676687,292187,353776,260603,110417,5776333,133587,506348,811669,8886498,2448939,1659075,1410499,1562836,2735573,760992
2/18/22,42403,236504,15255,719327,1392952,4903700,235956,234961,1622685,209759,1674269,481818,1962920,254719,103,785528,743773,49,8311,154082,413372,6541267,2559793,1403934,1013287,471103,2343175,1271455,3013718,1258447,1219464,1404662,1449637,452601,57,2642330,233640,918222,1990419,996182,2155400,685953,677345,293697,354045,261722,110679,5818706,133697,507323,812948,8894013,2451908,1661206,1410499,1564381,2738475,762353
2/19/22,42403,236618,15283,719327,1393187,4906178,235956,234961,1622685,213770,1674269,481818,1962920,254946,103,785528,745530,49,8311,154082,414513,6549582,2559793,1404491,1013287,471666,2343162,1272608,3013718,1258447,1219464,1404662,1449637,452601,57,2643929,234015,918222,1991723,997047,2155400,685953,677345,293697,354045,261722,110679,5818706,133697,507323,813925,8897391,2451908,1661206,1409253,1564381,2742752,762416
2/20/22,42544,236677,15302,719327,1393187,4908315,235956,234961,1622685,218367,1674269,481818,1967702,255096,103,785528,745530,49,8644,154082,414513,6551285,2559793,1404994,1013287,472154,2343162,1273092,3013718,1258447,1219464,1404662,1449637,452601,57,2644828,234345,918222,1992567,998136,2155400,685953,677345,293697,354045,261722,110679,5818706,133697,507323,814728,8900179,2451908,1661206,1409253,1564381,2744145,762416
2/21/22,42818,236843,15302,720618,1393262,4910920,235956,234961,1628593,218797,1676797,484923,1967704,255210,103,785528,745530,49,8711,154082,414513,6555964,2569681,1405817,1013287,472335,2343162,1273484,3013718,1264329,1221493,1404662,1449637,452901,57,2645679,234551,918222,1994049,998136,2158820,685953,677345,293697,354617,261722,110679,5818706,133697,508863,815299,8923481,2455573,1661206,1409253,1566767,2744145,763327
2/22/22,43211,237044,15317,720956,1396604,4912831,235956,235116,1630682,221406,1677710,485498,1970442,255287,103,787396,746825,49,8882,154549,416868,6562636,2571397,1406545,1015935,472370,2343162,1274123,3019960,1267592,1223067,1406654,1455967,453165,60,2647048,234701,920290,1996705,998888,2160023,689325,678401,293697,354817,263358,111319,5818706,134066,509178,816168,8933113,2456866,1665586,1409253,1567714,2746745,763385
2/23/22,43560,237313,15327,721496,1397882,4915054,237754,235541,1632675,222925,1678628,486206,1971678,255385,103,787938,747702,49,9108,154662,419178,6568186,2574867,1407102,1016945,472534,2350468,1275355,3022690,1270258,1224028,1410583,1456990,453490,72,2648371,234835,920904,1998940,999229,2161190,690481,678684,295701,355014,264277,111584,5818706,134114,509710,817227,8943068,2458946,1666622,1414429,1568802,2749767,764430
2/24/22,43836,237518,15341,721954,1399180,4917723,237754,235654,1634851,224048,1679591,487446,1973479,256207,103,788479,748057,49,9265,154797,421587,6574635,2578517,1407833,1018328,472918,2350468,1276580,3024667,1270258,1224969,1411593,1458075,453522,72,2649692,235124,921531,2000912,999890,2161190,691337,679715,296870,355294,265177,111794,5818706,134326,510330,817798,8956876,2461103,1668242,1414222,1569673,2751629,764506
2/25/22,44111,237664,15362,722377,1400323,4920073,238683,235787,1636510,225253,1680331,488359,1975252,256337,103,789056,748057,49,9404,154909,423638,6581518,2583404,1408355,1019489,473161,2357955,1277837,3026740,1274681,1225637,1412497,1459070,453569,84,2651304,235435,921956,2002573,1000562,2164368,692261,681387,297729,355509,265797,112023,5818706,134326,510783,818121,8961205,2462663,1669594,1417498,1570460,2753361,765677
2/26/22,44344,237738,15395,722377,1400387,4921916,238683,235787,1636510,226120,1680331,488359,1976890,256447,103,789056,748849,49,9534,154909,423638,6586244,2583404,1408661,1019489,473558,2357955,1279006,3026740,1274681,1225637,1412497,1459070,453569,84,2652634,235780,921956,2003236,1001509,2165484,692261,681387,297729,355509,265797,112023,5844229,134326,510783,818931,8963499,2462663,1669594,1417498,1570460,2755730,765740
2/27/22,44344,237763,15395,722377,1400387,4924032,238683,235787,1636510,226143,1680331,488359,1976890,256551,103,789056,748849,49,9595,154909,423638,6587208,2583404,1408953,1019489,473772,2357955,1279364,3026740,1274681,1225637,1412497,1459070,453569,84,2653211,235789,921956,2003314,1001890,2166758,692261,681387,297729,355509,265797,112023,5844229,134326,510783,819426,8974245,2462663,1669594,1417498,1570460,2756546,765740
2/28/22,44344,237924,15398,723389,1401938,4925221,239494,235882,1639942,226150,1681685,490111,1976890,256621,103,789940,748849,49,9550,155101,426164,6591064,2589517,1409679,1021595,473931,2360399,1279565,3031223,1277352,1225637,1413576,1461155,475528,84,2653940,236151,922852,2005193,1002279,2167515,693929,683766,298362,355925,266579,112364,5844096,134564,511434,819984,8982134,2465056,1671292,1423990,1571997,2757425,766195
3/1/22,44846,238074,15402,723559,1402690,4926708,239494,236056,1641438,227332,1682222,490544,1976890,256656,103,790168,754073,49,9724,155184,427738,6596293,2590748,1410295,1021849,473957,2360399,1280351,3033064,1280109,1225637,1415652,1461426,475690,84,2654991,236269,923130,2006865,1002634,2168631,694649,684031,298626,356095,267231,112364,5844096,134678,512120,820677,8986444,2466525,1672594,1423990,1572682,2758482,766218
3/2/22,45072,238217,15410,723812,1403405,4928597,240085,236132,1643050,228241,1682667,491042,1976890,256753,103,790616,754511,49,9856,155277,429476,6600365,2592991,1410827,1022769,474143,2363519,1281610,3034706,1282416,1227106,1416191,1461805,475888,146,2656162,236435,923591,2008082,1003039,2170061,695323,684441,298808,356436,268100,112364,5844096,134678,512550,821236,8993487,2467923,1673611,1427013,1573463,2759653,767255
3/3/22,45241,238337,15412,724401,1404215,4930987,240085,236221,1644694,229275,1683176,491698,1980769,256895,103,790986,755022,49,9922,155349,430918,6604614,2595368,1411338,1023358,474458,2363519,1282372,3035876,1284658,1227713,1417015,1462329,476008,155,2657358,236749,923987,2008866,1003510,2171339,696003,684821,298993,356627,268950,112906,5844096,134678,512938,821717,9000996,2469089,1674585,1427013,1574039,2760952,767289
3/4/22,45435,238424,15426,724833,1404846,4931337,240789,236276,1645791,230273,1683739,492276,1980769,257065,103,791208,755022,49,9999,155426,432483,6608643,2598014,1411720,1024471,474691,2365827,1282945,3037205,1286697,1228045,1417811,1462846,476194,196,2658276,236983,924248,2009615,1003908,2172771,696717,685346,299213,356783,271030,113107,5858052,134678,513311,822202,9004582,2470384,1675767,1430235,1574581,2762093,767780
3/5/22,45489,238454,15426,724833,1404926,4934709,240789,236276,1645791,230720,1683739,492276,1980769,257181,103,791208,755547,49,10074,155426,432483,6612707,2598014,1412008,1024471,475007,2365827,1282945,3037205,1286697,1228045,1417811,1462846,476194,196,2659138,237167,924248,2009950,1004290,2173813,696717,685346,299213,356783,271030,113107,5858052,134678,513311,822900,9006020,2470384,1675767,1430235,1574581,2763033,767799
3/6/22,45542,238487,15426,724833,1404926,4937052,240789,236276,1645791,230720,1683739,492276,1980769,257270,103,791208,755547,49,10126,155426,432483,6613289,2598014,1412218,1024471,475195,2365827,1282945,3037205,1286697,1228045,1417811,1462846,476194,196,2659498,237363,924248,2010228,1004539,2174473,696717,685346,299213,356783,271030,113107,5858052,134678,513311,823210,9012485,2470384,1675767,1430235,1574581,2763589,767799
3/7/22,45542,238575,15440,727542,1405954,4938085,241256,236351,1648179,230720,1685176,493361,1980769,257325,103,791817,755547,49,10155,155492,434157,6616755,2602244,1412829,1024471,475341,2367688,1286655,3039809,1286697,1228580,1418694,1463842,476481,290,2659929,237455,924791,2010825,1004762,2175439,697775,685865,299651,357136,271191,113407,5858052,134678,513994,823532,9019175,2472140,1677619,1432321,1575712,2764367,768118
3/8/22,45837,238671,15440,728733,1406726,4939110,241256,236432,1649266,231285,1685532,493653,1980769,257367,103,791966,755968,49,10229,155558,434981,6621648,2603138,1413352,1024471,475364,2367688,1287286,3040864,1286697,1228925,1420149,1463920,476572,304,2660728,237518,924891,2011524,1005056,2176633,698127,686236,299749,357266,271336,113454,5858052,135086,514170,823926,9022599,2473056,1678247,1432321,1576128,2765682,768147
3/9/22,46000,238767,15444,729063,1407120,4940801,242742,236503,1649266,231469,1685997,494030,1980769,257438,103,792129,756257,49,10284,155629,436033,6626818,2604971,1413775,1024471,475546,2369853,1287822,3042498,1286697,1229337,1420720,1464224,476690,352,2661557,237672,925089,2012155,1005333,2177598,698564,686806,299873,357440,271464,113651,5858052,135086,514511,824469,9027190,2474277,1679034,1434783,1576701,2766523,768641
3/10/22,46000,238841,15449,729354,1407716,4942548,242742,236552,1651940,231758,1686379,494406,1987318,257848,103,792289,756359,49,10326,155686,437061,6632646,2606754,1414161,1026650,475813,2369853,1288454,3043900,1288706,1229511,1421312,1464590,476807,404,2662425,237672,925275,2012589,1005716,2178976,698982,687506,299999,357647,271590,113762,5858052,135223,514901,824988,9032549,2475489,1679921,1434783,1577169,2767631,768673
3/11/22,46299,238908,15556,729697,1408095,4944777,243397,236602,1653212,232011,1686671,494875,1987318,258024,103,792560,756359,49,10379,155744,437931,6640858,2608603,1414492,1026650,476023,2371788,1288999,3045720,1288706,1229653,1421869,1465127,476844,443,2663019,237672,925519,2013056,1006062,2180216,699362,688054,299999,357802,271641,113948,5868330,135223,515164,825653,9035262,2476516,1680673,1437914,1577659,2768513,768964
3/12/22,46331,238932,15556,729697,1408095,4946173,243397,236602,1653212,232293,1686671,494875,1987318,258024,103,792560,756778,49,10379,155744,437931,6644143,2608603,1414733,1026650,476202,2371788,1288999,3045720,1288706,1229653,1421869,1465127,476844,443,2663518,237672,925519,2013195,1006432,2180930,699362,688054,299999,357802,271641,113948,5868263,135223,515164,826201,9036885,2476516,1680673,1437914,1577659,2769336,768975
3/13/22,46331,238946,15556,729697,1408095,4948375,243397,236602,1653212,232293,1686671,494875,1987318,258185,103,792560,756778,49,10379,155744,437931,6645313,2608603,1414967,1026650,476497,2371788,1288999,3045720,1288706,1229653,1421869,1465127,476844,443,2663835,237672,925519,2013366,1006636,2181398,699362,688054,300185,357802,271641,113948,5868263,135223,515164,826570,9042036,2476516,1680673,1437914,1577659,2769702,768975
3/14/22,46411,239012,15567,730506,1409110,4949357,243910,236648,1654893,232293,1687268,495539,1987318,258226,103,792950,756778,49,10472,155744,439103,6646528,2611733,1415414,1026650,476536,2373336,1289510,3048043,1288706,1230190,1422344,1465127,476952,555,2663835,237672,925872,2013731,1006782,2181828,699960,688054,300511,358209,271774,114206,5868263,135223,515531,826913,9046862,2477737,1682693,1440632,1578362,2770077,769051
3/15/22,46528,239068,15567,730811,1409670,4952485,243910,236715,1656187,232647,1687591,495728,1987318,258287,103,793103,757017,49,10535,155815,439928,6649875,2612382,1415818,1026650,476643,2373336,1289727,3049619,1288706,1230419,1422815,1465739,477029,588,2663835,237672,925966,2014123,1007040,2182557,700361,688054,300550,358429,271875,114289,5868263,135223,515625,827336,9048693,2478986,1683224,1440632,1578877,2771090,769064
3/16/22,46593,239125,15572,731128,1410021,4954524,244386,236750,1657409,232953,1687920,495960,1987318,258347,103,793201,757265,49,10575,155815,440783,6652879,2612382,1416197,1026650,476848,2375430,1290165,3050650,1288706,1230609,1423683,1465739,477109,779,2663835,238764,926149,2014483,1007372,2184240,700660,710848,300692,358637,271948,114535,5868263,135575,515818,827709,9052399,2480368,1684036,1440633,1579385,2772116,769319
3/17/22,46650,239169,15575,731532,1410068,4956880,244386,236797,1658568,233237,1688240,496182,1992471,258428,103,793278,757334,49,10634,155815,441375,6657885,2615124,1416532,1029634,477293,2375430,1290692,3051800,1298238,1230793,1424107,1465739,477187,779,2666030,238764,926322,2014789,1007748,2185323,700960,710848,300799,358880,272036,114709,5868263,135681,516026,828166,9058542,2481419,1685055,1442947,1579906,2772886,769329
3/18/22,46723,239201,15578,731868,1410068,4958932,244887,236845,1659710,233537,1688770,496409,1992471,258513,103,793390,757334,49,10689,155907,441938,6661113,2616864,1416857,1029634,477547,2378439,1291186,3053191,1298238,1230998,1424613,1465739,477198,1066,2666030,238764,926442,2015121,1008178,2186846,701198,710848,300941,359064,272105,114868,5868263,135752,516171,828889,9062746,2482518,1685937,1445223,1580313,2773762,769480
3/19/22,46723,239215,15578,731868,1410068,4961120,244887,236845,1659710,233696,1688770,496409,1992471,258595,103,793390,757551,49,10689,155907,441938,6662656,2616864,1417070,1029634,477768,2378439,1291186,3053191,1298238,1230998,1424613,1465739,477198,1066,2666030,238764,926442,2015285,1008536,2187715,701198,710848,300941,359064,272105,114868,5868263,135752,516171,830020,9066002,2482518,1685937,1445223,1580313,2774453,769496
3/20/22,46730,239224,15578,731868,1410068,4963787,244887,236845,1659710,233696,1688770,496409,1992471,258671,103,793390,757551,49,10689,155907,441938,6664887,2616864,1417274,1029634,478055,2378439,1291186,3053191,1298238,1230998,1424613,1465739,477198,1066,2666030,238764,926442,2015441,1008740,2188228,701198,710848,300941,359064,272105,114868,5868263,135752,516171,830310,9070661,2482518,1685937,1445223,1580313,2774815,769496
3/21/22,46809,239282,15584,732471,1411611,4964964,245251,236845,1661484,233696,1689142,496748,1992471,258709,103,793635,757551,49,10734,155907,442611,6665876,2619372,1417658,1029634,478184,2380155,1291561,3055642,1306877,1231246,1425032,1465739,477240,1397,2666030,238764,926785,2015735,1008915,2188780,701729,710848,301308,359470,272183,115232,5868263,135884,516512,831091,9076160,2483456,1687720,1446845,1581137,2775183,769596
3/22/22,46893,239324,15589,732932,1410068,4966567,245251,236845,1661484,233968,1689360,496838,1992471,258737,103,793741,757807,49,10777,155988,443035,6671274,2620191,1418010,1029634,478222,2380155,1291761,3057085,1306877,1231393,1426056,1467115,477227,1556,2666030,238764,926894,2016073,1009097,2189639,701992,710848,301385,359610,272258,115312,5868263,135955,516628,831698,9079164,2483910,1688534,1446845,1581507,2775728,769608
3/23/22,46942,239361,15596,733328,1412752,4967118,245832,236955,1663035,234159,1689663,496983,1992471,258803,103,793870,757985,49,10985,155988,443309,6683765,2621793,1418349,1029634,478473,2382197,1291946,3058195,1306877,1231556,1426326,1467115,477227,1626,2666030,239591,927013,2016391,1009343,2190743,702285,711963,301385,359823,272311,115531,5868263,136062,516858,831947,9083107,2484385,1689750,1448779,1581946,2776302,769850
3/24/22,47009,239408,15606,733767,1413477,4973714,245832,236955,1664080,234413,1689919,497111,1997037,259003,103,793960,758064,49,10997,155988,443479,6689962,2623081,1418664,1031448,478719,2382197,1292344,3059922,1306877,1231676,1426787,1467115,477183,1993,2669698,239591,927165,2016639,1009705,2192294,702566,711963,301687,360016,272356,115675,5868263,136213,517060,832205,9086657,2485113,1690983,1448779,1582381,2777260,769867
3/25/22,47078,239433,15611,734196,1414075,4977256,245832,236955,1665082,234651,1690144,497230,1997037,259185,103,794093,758064,49,11022,156056,443549,6694324,2624305,1418959,1031448,479033,2384088,1292508,3061232,1306877,1231846,1427270,1467115,477183,2262,2669698,239591,927296,2016852,1010096,2193470,702750,711963,301777,360172,272397,115849,5885004,136322,517206,832394,9088617,2485736,1692177,1451227,1582815,2777986,769944
3/26/22,47078,239436,15611,734196,1414075,4977256,245832,236955,1665082,234839,1690144,497230,1997037,259185,103,794093,758294,49,11022,156056,443549,6699455,2624305,1419207,1031448,479647,2384088,1292508,3061231,1306877,1231846,1427270,1467115,477183,2262,2669698,239591,927296,2016990,1010497,2194379,702750,711963,301777,360172,272397,115849,5885004,136322,517206,832515,9089652,2485736,1692177,1451227,1582815,2778646,769962
3/27/22,47080,239438,15611,734196,1414075,4983164,245832,236955,1665082,234839,1690144,497230,1997037,259374,103,794093,758294,49,11022,156056,443549,6699830,2624305,1419443,1031448,479903,2384088,1292508,3061230,1306877,1231846,1427270,1467115,477183,2262,2669698,239591,927296,2017068,1010722,2195320,702750,711963,301777,360172,272397,115849,5885004,136322,517206,832553,9093036,2485736,1692177,1451227,1582815,2779049,769962
3/28/22,47122,239479,15623,735210,1414886,4985450,246385,236955,1666422,234839,1690578,497459,1997037,259405,103,794225,758294,49,11065,156056,443666,6700379,2626596,1419848,1031448,480072,2385536,1294532,3063741,1312407,1232044,1427734,1467115,477803,3278,2669698,239591,927551,2017381,1010934,2195963,703132,711963,302181,360594,272454,116157,5885004,136506,517521,832574,9095847,2486866,1694801,1453251,1583706,2779328,770089
